,employee_id,name,email,designation,age,length_of_service,is_promoted
376,1497,David Wilson,david_wilson602@gmail.com,Sales & Marketing,37,6,0
377,11488,Xander Thompson,xander_thompson669@gmail.com,Sales & Marketing,42,12,0
378,59616,Jack Lee,jack.lee@gmail.com,Procurement,40,6,0
379,9002,Liam Cooper,liam.cooper@gmail.com,Operations,37,5,0
380,63753,Mia Brown,mia_brown542@gmail.com,Operations,50,8,0
381,9192,Alice Kelly,alice_kelly811@gmail.com,Operations,28,1,0
382,30143,Uma Morgan,uma_morgan828@gmail.com,HR,57,13,0
383,23360,Eva Carter,eva.carter@gmail.com,Sales & Marketing,42,10,0
384,53301,Tina Moore,tina.moore@gmail.com,Operations,34,8,0
385,29073,Tina Taylor,tina.taylor@gmail.com,Operations,34,8,0
386,36460,Olivia Baker,olivia.baker@gmail.com,Operations,29,1,0
387,3171,Mia Wilson,mia_wilson260@gmail.com,Operations,32,7,0
388,55062,Jack Edwards,jack.edwards@gmail.com,Operations,27,2,0
389,64798,Karen Thompson,karen_thompson527@gmail.com,Analytics,30,1,0
390,7908,Jack Johnson,jack_johnson83@gmail.com,Technology,46,17,0
391,70048,Bob Evans,bob_evans40@gmail.com,Sales & Marketing,37,10,1
392,63757,Zach Baker,zach_baker299@gmail.com,Sales & Marketing,48,13,0
393,19046,Frank Edwards,frank_edwards41@gmail.com,Technology,40,12,0
394,37427,Olivia Thompson,olivia_thompson127@gmail.com,Technology,32,6,0
395,58138,David Brooks,david_brooks802@gmail.com,Sales & Marketing,33,7,0
396,68064,Zach Lee,zach_lee134@gmail.com,Procurement,35,6,0
397,6711,Grace Perez,grace.perez@gmail.com,Sales & Marketing,23,2,0
398,51002,Eva Thompson,eva.thompson@gmail.com,Analytics,32,4,0
399,5132,Xander Wilson,xander_wilson693@gmail.com,Operations,31,6,0
400,15801,David Wilson,david_wilson445@gmail.com,Operations,40,13,0
401,47265,Karen Edwards,karen_edwards605@gmail.com,Procurement,43,7,0
402,26798,Yvonne Kelly,yvonne.kelly@gmail.com,Operations,38,6,0
403,72203,Zach Baker,zach_baker410@gmail.com,Sales & Marketing,36,8,0
404,46862,Paul White,paul_white356@gmail.com,Procurement,49,20,0
405,75629,Eva Hill,eva_hill854@gmail.com,Sales & Marketing,32,4,0
406,10452,Noah Taylor,noah.taylor@gmail.com,Analytics,26,2,0
407,37017,Mia Brooks,mia_brooks935@gmail.com,Analytics,55,18,0
408,76427,Olivia Evans,olivia_evans505@gmail.com,HR,35,5,0
409,46925,Xander Davis,xander.davis@gmail.com,Operations,36,6,0
410,43828,Catherine Brown,catherine.brown@gmail.com,Sales & Marketing,29,4,0
411,58383,Xander Cooper,xander.cooper@gmail.com,Procurement,46,19,0
412,20660,Mia Brown,mia_brown131@gmail.com,R&D,30,4,0
413,46166,Alice Perez,alice_perez720@gmail.com,Sales & Marketing,51,19,0
414,11123,Yvonne Carter,yvonne.carter@gmail.com,Sales & Marketing,37,7,0
415,67946,Uma Martinez,uma.martinez@gmail.com,Analytics,27,2,0
416,41763,Karen Green,karen.green@gmail.com,Sales & Marketing,43,4,0
417,40628,Jack White,jack_white441@gmail.com,HR,31,7,0
418,61482,Jack White,jack_white574@gmail.com,Operations,38,9,0
419,63083,Mia Brown,mia_brown691@gmail.com,Sales & Marketing,43,10,0
420,33789,Tina White,tina.white@gmail.com,Technology,29,4,0
421,3540,Bob Green,bob.green@gmail.com,Technology,30,2,0
422,51292,Liam Lee,liam_lee453@gmail.com,HR,49,22,0
423,137,Noah Brooks,noah.brooks@gmail.com,Analytics,49,5,0
424,73204,Paul White,paul_white31@gmail.com,Sales & Marketing,36,5,0
425,73753,Olivia Thompson,olivia_thompson351@gmail.com,Procurement,33,3,0
426,49737,Karen Brown,karen.brown@gmail.com,Sales & Marketing,52,25,0
427,22462,David Martinez,david.martinez@gmail.com,Sales & Marketing,29,1,0
428,36905,Zach Phillips,zach.phillips@gmail.com,Operations,37,11,0
429,16004,Grace Brooks,grace.brooks@gmail.com,Finance,25,3,0
430,10002,Karen Edwards,karen_edwards930@gmail.com,HR,24,1,0
431,43176,Victor Baker,victor_baker658@gmail.com,Technology,37,13,0
432,12538,Eva Harris,eva.harris@gmail.com,Operations,35,10,1
433,56140,Rachel Brown,rachel.brown@gmail.com,Technology,33,4,1
434,71196,Liam Moore,liam.moore@gmail.com,Procurement,33,9,0
435,57893,Frank Harris,frank_harris832@gmail.com,Technology,59,28,0
436,5640,Eva Baker,eva.baker@gmail.com,Analytics,29,1,0
437,41208,Bob Perez,bob.perez@gmail.com,Operations,38,8,0
438,55857,Jack Morgan,jack.morgan@gmail.com,Operations,48,13,0
439,27907,Xander Carter,xander_carter763@gmail.com,Legal,31,1,0
440,5933,Bob Moore,bob_moore765@gmail.com,Technology,32,5,0
441,44678,Yvonne Wood,yvonne.wood@gmail.com,Procurement,24,2,0
442,48266,Frank Johnson,frank_johnson654@gmail.com,Technology,37,5,0
443,46639,Zach Cooper,zach.cooper@gmail.com,Sales & Marketing,32,8,1
444,21523,Mia Morgan,mia.morgan@gmail.com,Sales & Marketing,31,2,0
445,32437,Quincy Perez,quincy.perez@gmail.com,Operations,45,5,0
446,65689,Wendy Brown,wendy.brown@gmail.com,Sales & Marketing,57,6,0
447,73819,Jack Lee,jack_lee676@gmail.com,Operations,39,8,0
448,74019,Isabella Brooks,isabella_brooks370@gmail.com,Procurement,42,4,0
449,76698,Paul Thompson,paul_thompson204@gmail.com,Operations,45,4,1
450,70387,Alice Harris,alice_harris920@gmail.com,Operations,41,3,0
451,56162,Tina Martinez,tina.martinez@gmail.com,Technology,41,11,0
452,26260,Jack Taylor,jack.taylor@gmail.com,Sales & Marketing,34,7,0
453,53188,Uma Smith,uma.smith@gmail.com,Sales & Marketing,47,18,0
454,34074,Harry Thompson,harry.thompson@gmail.com,Sales & Marketing,33,7,0
455,38934,Isabella Martinez,isabella_martinez711@gmail.com,Operations,48,15,1
456,39799,Bob Davis,bob_davis610@gmail.com,Operations,34,3,0
457,40775,Victor Wood,victor.wood@gmail.com,Sales & Marketing,35,4,0
458,41928,Victor Perez,victor.perez@gmail.com,Analytics,35,4,0
459,31364,Karen Edwards,karen_edwards271@gmail.com,Technology,26,2,0
460,25351,Karen Edwards,karen_edwards707@gmail.com,Sales & Marketing,45,17,0
461,72690,Karen Morgan,karen.morgan@gmail.com,Sales & Marketing,31,1,0
462,11666,Catherine Taylor,catherine.taylor@gmail.com,Sales & Marketing,30,7,0
463,10167,Grace Wood,grace.wood@gmail.com,Sales & Marketing,46,5,0
464,43399,Catherine Martinez,catherine.martinez@gmail.com,Operations,60,4,0
465,72916,Eva Brooks,eva_brooks24@gmail.com,Operations,44,11,0
466,19440,Olivia Walker,olivia_walker571@gmail.com,Technology,35,3,0
467,55444,Frank Martinez,frank.martinez@gmail.com,Sales & Marketing,33,6,0
468,10360,Paul Hill,paul.hill@gmail.com,Operations,38,8,0
469,66637,Xander Brooks,xander_brooks210@gmail.com,Technology,39,5,0
470,63026,Jack Moore,jack.moore@gmail.com,Sales & Marketing,30,2,0
471,53981,Grace Thompson,grace.thompson@gmail.com,Operations,31,1,0
472,66248,Victor Carter,victor_carter329@gmail.com,Sales & Marketing,57,3,0
473,73279,David Wood,david_wood148@gmail.com,Sales & Marketing,34,7,0
474,57365,Olivia Brown,olivia.brown@gmail.com,Operations,38,4,0
475,36691,Alice Davis,alice.davis@gmail.com,Sales & Marketing,24,1,0
476,31987,Uma Kelly,uma.kelly@gmail.com,Procurement,45,16,1
477,73265,Uma Smith,uma_smith205@gmail.com,Sales & Marketing,40,11,0
478,62530,Quincy Brown,quincy.brown@gmail.com,Procurement,32,3,0
479,52716,Yvonne Lee,yvonne_lee243@gmail.com,Sales & Marketing,29,2,0
480,12930,Harry Kelly,harry.kelly@gmail.com,Finance,39,11,0
481,70371,Rachel Kelly,rachel_kelly924@gmail.com,Analytics,32,7,0
482,32774,Noah Johnson,noah_johnson388@gmail.com,Operations,57,7,0
483,78119,Grace Walker,grace.walker@gmail.com,Procurement,36,4,0
484,50338,Sam Davis,sam_davis972@gmail.com,Sales & Marketing,34,5,0
485,64630,Liam Phillips,liam.phillips@gmail.com,HR,33,7,0
486,1830,Grace Harris,grace.harris@gmail.com,Technology,39,4,0
487,60743,Karen Walker,karen.walker@gmail.com,Finance,32,8,0
488,77734,Harry Martinez,harry_martinez869@gmail.com,Technology,31,6,0
489,51440,Xander Brooks,xander_brooks579@gmail.com,Sales & Marketing,31,7,0
490,58579,Sam Perez,sam.perez@gmail.com,Procurement,25,3,0
491,38123,Sam Baker,sam.baker@gmail.com,Sales & Marketing,43,4,0
492,57033,Jack Perez,jack_perez628@gmail.com,Operations,25,1,0
493,42513,Karen Lee,karen_lee124@gmail.com,Procurement,50,16,0
494,29146,Xander Thompson,xander_thompson846@gmail.com,Operations,32,4,1
495,72935,Victor Martinez,victor_martinez488@gmail.com,Finance,28,2,0
496,16889,Liam Brown,liam_brown148@gmail.com,Sales & Marketing,32,5,0
497,6181,Alice Green,alice.green@gmail.com,Sales & Marketing,34,5,0
498,9025,Rachel Brooks,rachel_brooks425@gmail.com,Operations,30,4,0
499,65024,Frank Martinez,frank_martinez383@gmail.com,Operations,33,6,1
500,61874,Tina Davis,tina.davis@gmail.com,Procurement,46,19,0
501,30900,Eva Brown,eva.brown@gmail.com,Sales & Marketing,35,10,1
502,44381,Jack Smith,jack_smith204@gmail.com,Operations,33,8,1
503,805,David White,david.white@gmail.com,Operations,30,4,0
504,10468,David Edwards,david_edwards331@gmail.com,Procurement,33,4,0
505,54127,Rachel Brooks,rachel_brooks17@gmail.com,Sales & Marketing,28,5,0
506,63027,Yvonne Wood,yvonne_wood31@gmail.com,Technology,38,8,0
507,26944,Alice Hill,alice_hill290@gmail.com,Sales & Marketing,34,7,1
508,6788,Bob Hill,bob.hill@gmail.com,Sales & Marketing,40,1,0
509,51318,Karen Brown,karen_brown539@gmail.com,Procurement,30,5,0
510,30551,Grace Carter,grace_carter692@gmail.com,Operations,29,7,0
511,74141,Mia Kelly,mia.kelly@gmail.com,R&D,30,3,0
512,16399,Victor Johnson,victor.johnson@gmail.com,Sales & Marketing,38,10,0
513,10389,Karen Wilson,karen.wilson@gmail.com,Operations,40,11,0
514,15369,Catherine Wilson,catherine_wilson425@gmail.com,Analytics,29,5,0
515,41337,Victor Cooper,victor_cooper584@gmail.com,HR,53,25,0
516,633,Rachel Carter,rachel.carter@gmail.com,Sales & Marketing,26,2,0
517,30155,Jack Davis,jack_davis975@gmail.com,Analytics,28,1,0
518,59337,Karen Green,karen_green184@gmail.com,Analytics,26,1,0
519,3968,Bob White,bob_white172@gmail.com,Procurement,28,4,0
520,1709,Zach Phillips,zach_phillips351@gmail.com,HR,30,3,0
521,1588,Liam Thompson,liam.thompson@gmail.com,Operations,59,4,0
522,573,Wendy Evans,wendy.evans@gmail.com,R&D,29,1,0
523,24750,Alice Davis,alice_davis515@gmail.com,Technology,31,4,0
524,9098,Zach Kelly,zach.kelly@gmail.com,Procurement,26,2,0
525,41768,David Taylor,david_taylor810@gmail.com,Operations,37,10,0
526,43660,Uma Wilson,uma_wilson325@gmail.com,Operations,25,1,0
527,8027,Wendy Martinez,wendy.martinez@gmail.com,Technology,27,3,0
528,15774,Olivia Taylor,olivia.taylor@gmail.com,Operations,39,10,0
529,4857,Yvonne Taylor,yvonne.taylor@gmail.com,Analytics,36,3,1
530,58988,Rachel Smith,rachel.smith@gmail.com,Procurement,35,6,1
531,54550,Isabella Davis,isabella.davis@gmail.com,Technology,28,1,0
532,31552,Mia Moore,mia_moore443@gmail.com,Sales & Marketing,30,1,0
533,76968,Sam Thompson,sam.thompson@gmail.com,Procurement,37,9,0
534,73203,Rachel Kelly,rachel_kelly638@gmail.com,Technology,35,9,0
535,60095,Jack Green,jack.green@gmail.com,Sales & Marketing,30,5,0
536,6731,Frank Brown,frank_brown115@gmail.com,R&D,30,1,1
537,39725,Grace Wilson,grace_wilson842@gmail.com,Technology,45,3,0
538,70021,Isabella Carter,isabella_carter613@gmail.com,Procurement,36,7,0
539,22958,Victor Martinez,victor_martinez604@gmail.com,Sales & Marketing,37,4,0
540,21955,Olivia Green,olivia_green107@gmail.com,Procurement,39,4,0
541,72984,Eva Moore,eva_moore939@gmail.com,Operations,37,6,0
542,63667,Paul Lee,paul_lee941@gmail.com,Procurement,28,1,1
543,4147,Alice Kelly,alice_kelly345@gmail.com,Procurement,40,12,0
544,28714,Isabella Hill,isabella_hill193@gmail.com,Sales & Marketing,30,3,0
545,51959,Zach Phillips,zach_phillips321@gmail.com,Operations,36,7,0
546,68716,Wendy Perez,wendy.perez@gmail.com,Sales & Marketing,27,4,0
547,30802,Liam Perez,liam.perez@gmail.com,Operations,29,4,0
548,34542,Jack Wilson,jack_wilson882@gmail.com,Technology,31,5,0
549,32970,Olivia Lee,olivia.lee@gmail.com,Procurement,36,7,0
550,10936,Olivia Phillips,olivia.phillips@gmail.com,Operations,30,4,0
551,20326,Olivia Carter,olivia_carter505@gmail.com,Analytics,32,6,0
552,38445,Sam Thompson,sam_thompson565@gmail.com,Sales & Marketing,29,2,0
553,18621,Harry Morgan,harry_morgan379@gmail.com,Sales & Marketing,29,1,0
554,10345,Tina Brown,tina_brown961@gmail.com,Sales & Marketing,38,8,0
555,25834,Sam Wilson,sam_wilson880@gmail.com,Procurement,51,15,0
556,333,Isabella Harris,isabella_harris663@gmail.com,Finance,32,8,0
557,28850,Eva Carter,eva_carter688@gmail.com,Technology,36,5,0
558,61888,Bob Cooper,bob.cooper@gmail.com,Operations,30,5,0
559,30928,Xander Cooper,xander_cooper950@gmail.com,Finance,26,5,0
560,21230,Catherine Brooks,catherine.brooks@gmail.com,R&D,32,3,1
561,22445,Karen Hill,karen.hill@gmail.com,Sales & Marketing,26,3,0
562,57206,Wendy Walker,wendy.walker@gmail.com,Analytics,30,2,0
563,57587,Eva Moore,eva_moore347@gmail.com,Sales & Marketing,28,2,0
564,29950,David White,david_white848@gmail.com,Sales & Marketing,40,18,1
565,1825,Eva Carter,eva_carter421@gmail.com,Legal,33,6,0
566,5272,Zach Lee,zach_lee625@gmail.com,Operations,24,1,1
567,49389,Wendy Walker,wendy_walker717@gmail.com,Legal,27,1,0
568,66875,Tina Baker,tina_baker618@gmail.com,Operations,30,2,0
569,51071,Uma Perez,uma_perez808@gmail.com,Sales & Marketing,37,9,0
570,62499,Grace Evans,grace.evans@gmail.com,Operations,33,9,0
571,4566,Alice Lee,alice_lee891@gmail.com,Analytics,31,2,0
572,77674,Paul Thompson,paul_thompson725@gmail.com,Sales & Marketing,43,3,0
573,70679,Bob Harris,bob.harris@gmail.com,Sales & Marketing,39,10,1
574,20516,Olivia Hill,olivia.hill@gmail.com,Sales & Marketing,24,2,1
575,45145,Xander Brown,xander.brown@gmail.com,Procurement,41,12,0
576,45721,Bob Wilson,bob.wilson@gmail.com,R&D,35,4,0
577,52241,Xander Harris,xander.harris@gmail.com,Sales & Marketing,24,1,0
578,23337,Sam Evans,sam_evans472@gmail.com,Sales & Marketing,33,7,0
579,8386,Paul Walker,paul.walker@gmail.com,Sales & Marketing,35,3,0
580,70491,Zach Edwards,zach_edwards47@gmail.com,Sales & Marketing,30,8,0
581,23241,Xander Wood,xander_wood990@gmail.com,Procurement,29,2,0
582,54003,Rachel Carter,rachel_carter643@gmail.com,Sales & Marketing,28,2,0
583,24843,David Wood,david_wood851@gmail.com,Operations,48,15,0
584,35222,Grace Thompson,grace_thompson373@gmail.com,Technology,31,3,0
585,47183,Yvonne Davis,yvonne.davis@gmail.com,Sales & Marketing,26,3,0
586,22660,Uma Brooks,uma.brooks@gmail.com,Sales & Marketing,24,1,0
587,11943,Xander Harris,xander_harris544@gmail.com,Technology,30,1,0
588,57744,Liam Walker,liam.walker@gmail.com,Operations,38,2,0
589,29142,Karen Lee,karen_lee755@gmail.com,Sales & Marketing,27,3,0
590,15620,Victor Lee,victor.lee@gmail.com,Technology,49,24,0
591,44301,Frank Wilson,frank.wilson@gmail.com,Technology,32,1,0
592,24875,Sam Lee,sam_lee916@gmail.com,Operations,26,1,0
593,61614,Isabella Davis,isabella_davis674@gmail.com,Sales & Marketing,35,7,0
594,73393,Uma Carter,uma.carter@gmail.com,Finance,46,3,0
595,27459,Jack Edwards,jack_edwards624@gmail.com,Procurement,34,6,0
596,27533,Uma Johnson,uma.johnson@gmail.com,Finance,30,3,0
597,47584,Quincy Brooks,quincy_brooks628@gmail.com,Procurement,53,11,0
598,75636,Eva Green,eva_green656@gmail.com,Sales & Marketing,49,17,0
599,18390,Yvonne Carter,yvonne_carter950@gmail.com,Procurement,35,5,0
600,69146,Karen White,karen.white@gmail.com,R&D,34,4,0
601,10122,Grace Harris,grace_harris514@gmail.com,Sales & Marketing,26,5,0
602,20927,Olivia Green,olivia_green851@gmail.com,Sales & Marketing,29,1,0
603,60018,Paul Harris,paul_harris148@gmail.com,Operations,37,4,0
604,68791,David Baker,david.baker@gmail.com,Analytics,25,2,0
605,25354,Bob Smith,bob.smith@gmail.com,Sales & Marketing,47,16,1
606,3491,Frank Phillips,frank_phillips325@gmail.com,Analytics,28,5,0
607,74687,Liam Harris,liam_harris150@gmail.com,Sales & Marketing,32,10,0
608,50049,David Thompson,david.thompson@gmail.com,Procurement,34,4,0
609,30088,Mia Walker,mia.walker@gmail.com,Operations,36,3,0
610,45140,Wendy Wood,wendy.wood@gmail.com,Legal,32,6,0
611,35436,Catherine Smith,catherine.smith@gmail.com,Procurement,32,5,0
612,72109,Zach Johnson,zach.johnson@gmail.com,Sales & Marketing,29,3,0
613,24397,Victor Morgan,victor.morgan@gmail.com,Operations,32,4,1
614,44154,Paul Green,paul.green@gmail.com,Sales & Marketing,27,2,0
615,60571,Quincy Evans,quincy_evans586@gmail.com,Sales & Marketing,34,4,0
616,59722,Liam Johnson,liam_johnson3@gmail.com,Sales & Marketing,36,8,0
617,27505,Xander Carter,xander_carter384@gmail.com,Operations,26,2,0
618,9072,Rachel Walker,rachel.walker@gmail.com,Sales & Marketing,33,3,1
619,14939,Mia Martinez,mia_martinez128@gmail.com,Sales & Marketing,47,3,0
620,13888,Wendy Hill,wendy_hill831@gmail.com,Sales & Marketing,42,2,0
621,44589,Liam Hill,liam_hill932@gmail.com,Sales & Marketing,38,8,0
622,15024,Harry Harris,harry.harris@gmail.com,Technology,32,8,1
623,57609,Wendy Lee,wendy.lee@gmail.com,Procurement,44,16,0
624,8470,Jack Morgan,jack_morgan248@gmail.com,Sales & Marketing,33,5,0
625,47152,Jack Carter,jack.carter@gmail.com,Sales & Marketing,27,3,0
626,43153,Karen Hill,karen_hill969@gmail.com,Technology,50,14,0
627,4464,Frank Perez,frank.perez@gmail.com,Procurement,29,4,0
628,17190,Uma Wood,uma.wood@gmail.com,Procurement,29,4,1
629,109,Catherine Brooks,catherine_brooks531@gmail.com,Technology,28,2,0
630,48753,Sam Martinez,sam_martinez926@gmail.com,Analytics,44,7,0
631,17602,Jack Green,jack_green434@gmail.com,Operations,32,2,0
632,71562,Harry Brooks,harry_brooks894@gmail.com,Analytics,30,6,0
633,70593,Zach Carter,zach_carter496@gmail.com,Operations,37,4,0
634,4445,Olivia Wilson,olivia_wilson714@gmail.com,Operations,37,5,0
635,47038,Frank Lee,frank_lee638@gmail.com,Sales & Marketing,32,4,0
636,31070,Jack Perez,jack_perez770@gmail.com,Procurement,36,2,0
637,33000,David Cooper,david_cooper884@gmail.com,Procurement,34,4,0
638,20974,Mia Davis,mia_davis733@gmail.com,Finance,30,3,0
639,64764,Quincy Perez,quincy_perez410@gmail.com,Technology,26,1,1
640,38060,Victor Walker,victor.walker@gmail.com,Sales & Marketing,31,2,0
641,40172,Frank Morgan,frank.morgan@gmail.com,Technology,41,7,0
642,36808,Grace Thompson,grace_thompson531@gmail.com,Operations,33,7,0
643,9763,Uma Lee,uma.lee@gmail.com,Operations,25,3,0
644,76038,Yvonne White,yvonne.white@gmail.com,Operations,39,6,0
645,71813,Frank Thompson,frank.thompson@gmail.com,Procurement,31,6,0
646,42426,David Lee,david.lee@gmail.com,Technology,56,16,0
647,61602,Frank Taylor,frank_taylor535@gmail.com,Sales & Marketing,30,3,0
648,48737,David Wilson,david_wilson199@gmail.com,Operations,29,5,1
649,65518,Harry Thompson,harry_thompson538@gmail.com,Sales & Marketing,31,3,0
650,70606,Wendy Thompson,wendy.thompson@gmail.com,R&D,28,2,0
651,7717,Noah Thompson,noah_thompson711@gmail.com,Analytics,30,3,0
652,68386,Mia Lee,mia.lee@gmail.com,Analytics,30,2,0
653,51891,Wendy Brooks,wendy.brooks@gmail.com,Procurement,29,6,0
654,36931,Isabella Perez,isabella_perez900@gmail.com,Operations,31,3,0
655,60567,Karen Baker,karen.baker@gmail.com,Analytics,30,6,1
656,22820,Paul Hill,paul_hill409@gmail.com,Procurement,26,1,0
657,11028,Isabella Thompson,isabella_thompson999@gmail.com,Operations,44,4,0
658,6425,Uma Carter,uma_carter269@gmail.com,Procurement,31,6,0
659,13047,Wendy Morgan,wendy_morgan479@gmail.com,Technology,35,3,0
660,63491,Xander Smith,xander.smith@gmail.com,Procurement,41,3,0
661,44748,Zach Cooper,zach_cooper664@gmail.com,Sales & Marketing,33,7,0
662,32186,Jack White,jack_white207@gmail.com,Technology,33,4,0
663,55275,Xander Lee,xander.lee@gmail.com,Operations,26,3,0
664,48682,Paul Taylor,paul_taylor906@gmail.com,Sales & Marketing,47,19,0
665,74930,Paul Davis,paul.davis@gmail.com,Sales & Marketing,28,5,0
666,45051,Noah Smith,noah.smith@gmail.com,Sales & Marketing,32,5,0
667,24675,Karen Evans,karen.evans@gmail.com,Sales & Marketing,36,10,0
668,28572,Olivia Hill,olivia_hill423@gmail.com,Procurement,39,5,0
669,38163,Wendy Moore,wendy_moore431@gmail.com,Technology,29,2,0
670,65257,Olivia Carter,olivia_carter6@gmail.com,Sales & Marketing,45,6,0
671,14988,Bob Morgan,bob.morgan@gmail.com,Operations,48,4,0
672,12936,Harry Walker,harry.walker@gmail.com,HR,32,5,0
673,58180,Harry Davis,harry.davis@gmail.com,Operations,39,5,0
674,20295,Xander Moore,xander.moore@gmail.com,Operations,53,19,0
675,71073,Yvonne Walker,yvonne.walker@gmail.com,Sales & Marketing,42,4,0
676,2221,Wendy Wilson,wendy.wilson@gmail.com,Finance,35,4,0
677,47279,Paul Wilson,paul_wilson604@gmail.com,Analytics,30,4,0
678,40019,Uma Phillips,uma_phillips50@gmail.com,Analytics,31,6,0
679,50781,Eva Wood,eva_wood118@gmail.com,Operations,26,3,0
680,64947,Quincy Johnson,quincy.johnson@gmail.com,Sales & Marketing,35,3,1
681,31258,Uma Edwards,uma_edwards265@gmail.com,Sales & Marketing,45,5,0
682,11796,Isabella Taylor,isabella_taylor323@gmail.com,Procurement,37,9,0
683,69912,Liam Harris,liam_harris245@gmail.com,Operations,42,10,0
684,38974,Sam Perez,sam_perez995@gmail.com,Sales & Marketing,43,14,0
685,39544,Harry Harris,harry_harris804@gmail.com,Operations,27,2,0
686,5303,Alice Taylor,alice.taylor@gmail.com,Sales & Marketing,26,1,0
